text,century,city,year
ѿ григориӏ ко дмитроу мꙑ здоровѣ а тꙑ ходи не боисѧ миро взѧлѣ на старои межѣ юриѧ кнѧзѧ а менѧ послалѣ корѣлѣ на каѧно море а не помѣшаӏ не испакости каѧнецамо ни соби присловиѧ возми аи поимало дани лонескиӏ возми ӏ моӏ а уцюѥши а не поӏду к ноӏ тꙑ тогодъ иди а дома здорово а на менѧ вѣстѣӏ перецинѧ цто аже возможеши пособлѧӏ мнѣ цимо,XIV_2,novgorod,1370
ди а в г д е ѕ,XIV_1,novgorod,1310
... хамоу ·г· локти ... золотнике зелоного шолкоу дроугии церленого · третии зелоного жолтого золотнъ бѣлилъ на бѣлкоу мꙑла · на бѣлкоу боургалскога · а на дроугоую бѣлкоу ...,XIV_1,novgorod,1330
поклонъ т дороѳеѧ к осипу съ братеиею попецалуисѧ мною позвале дворѧнине ѳедоре внездове внуке а что даси дворѧнину ѧ пзъвъ‐ ...,XIV_1,novgorod,1330
поклоно ѿ маскима ко гюргю беи чело батку ...,XIV_2,novgorod,1370
нашь нашѧ зьмлѧ и вода ...,XIII_2,novgorod,1290
юмолануолиїнимижи ноулирѣханолиомобоу юмоласоудьнипохови,XIII_2,novgorod,1250
'+ ѿ попа къ завидꙋ : дъвѣма десѧтьма гр҃ивь · безъ гривьнѣ · нам... рѣзанъ · дъвое · то ти ·е҃· гривьнъ и ·и҃· кꙋнъ · въдаи волотъковѣи ... ... възми за сѧ : и кланѧюсѧ : тои гиривьнѣ серебъра :,XIII_2,novgorod,1250
... хоце · кого а по о...,XIII_2,novgorod,1250
... ... знатьбꙋ свою : и жеребьи рощѣпивше съ вами : по‐ ... ... мꙋжьмъ вѣдание опѧть : и о старꙑхъ кꙋнахъ о :н҃: гр҃нъ : пакꙑ ли али ѧ слю дѣ ... ... бꙋде · погона :,XIII_1,novgorod,1230
... покланѧние и къ братѫ а водае и бога дьлѧ съ :е҃: гривьнъ ... кланѧю ти сѧ а есть мѫжь съ нимь а хоцѫ про‐ ... ...дьлъ ти есьмь въ погрьбь идоу къ свѧтꙑмъ и вода‐ ...,XII_2,novgorod,1190
целобитьѥ ѿ сергиꙗ з братьѥи изъ рагуилова гн҃у михаили юрьѥвицу стогъ гн҃е твои · ржанꙑи цетверетьнъи тати покрали ѡвиновъ · пѧть свезли въхъ и ...,XV_1,novgorod,1425
ко҃стка сна · лу҃кина · ѡф҃рѣмова · сн҃а · купра · ив҃анова · сн҃а ѡн҃ишкьва · ку҃пра · фо҃мина · сн҃а · иг҃натъ·ꙗ юрьѥва сн҃а,XV_1,novgorod,1440
а оу гриска смина жри оу са... ржи оу михали оу шила ѡсмина ... ржи оу лѧгаца смина ржи и оу н... смина ржи оу фефана ... смина ржи оу фефилата смна въса оу в... ... да полъ смини жита,XV_1,novgorod,1440
иѣ · гн҃у · михаилу · юрь·евицю · ѿ тероха · и ѿ тимощѣ · и терохъ · возилесь · бꙑле · в химовѣ · хоромѣ · а тимошка · въ тероховѣ ... ...,XV_1,novgorod,1425
сподиню михаилу юрьвицу синю посадницу паробокъ твои клѧ · цоло биѥ како сподине пожалуѥши волости половинѧ пуста и которъ сталисѧ · и ти хотѧ жалуби хотѧ сподине жалоби цо би сподине подати оубавити а тоби своѥму сподиню цоломи бию,XV_1,novgorod,1425
... ꙩсподине · за ѧковомꙑ · за посадникомъ · за вичомꙑ како · ꙩсподи · попечалуѥшь · ꙩ моѥи голови · чо бꙑ сѧ · на менѧ · не родила · грамота · бесуднаѧ · а ѧзъ · тобѣ · своѥму · ꙩсподину · много · ѻ томъ челомъ · бью,XV_1,novgorod,1425
приказъ ѿ ꙩ̈ндрѣꙗна михаїлович · к пуцнѣ здѣсе ми билъ челомъ ...,XV_1,novgorod,1425
... нꙑнѣца ѡсподо како помꙑшлѧете в бозѣ · гадка да в вашемо здоровиѣ,XV_1,novgorod,1425
... ... у мьнь конѧ познали ӏ ѧ ѻсподинь коню зову : ӏ : сьӏ ѻсподинь коню нь ѣдь азъ ѻсподинь в томъ кони погибль есмь : даӏ ми ѻсподь свѣта видить · а тобѣ своѥму ѻсподину челомъ бию,XV_1,novgorod,1405
поклонъ ... михаилу · юрьѥвицю · ув... ... бабикъ · мене · и д... господину · целомъ · бь...,XV_1,novgorod,1425
ѻсподѣну ꙩндрѣѧну михаиловицю ꙩсподѣну микꙑти михаилоцю ꙩспожѣ нашеи настасѣи михаиловѣ женѣ чоломъ бѣю хрѣстьѧнѣ избоищѧнѣ · здѣсе ꙩсподо оу вашеи вълости ѧвлѧютсѧ позовницѣ оу горотънеи здѣ ѧвлѧтсѧ позовници ложивꙑи здѣсе ꙩсподо ѧвлѧютсѧ рукуписание лживꙑѧ · а · перепѣсꙑсꙑвають вашь нетребуи дѣѧкъ позовници и рукопѣсаниа лживꙑѧ · а · творѧтьсѧ печаталесмꙑ ва парфѣ рукусаниѧ а хрѣстьѧну вашь вамъ своеи ꙩсподи чоломъ бѣю,XV_1,novgorod,1425
гн҃у михаилу юрьѥвичю бьѥть челомъ паробень твои зѣновеи ...,XV_1,novgorod,1415
а се билъ челомъ ивашь · с симаномъ · ꙩ жеребьцѣ,XV_1,novgorod,1415
цълобитиѥ · ѡсподину посаднику но·вгороцкому · ѡнедрию · ивановицю ѿ твъѥ·гъ клюцника ѿ вавулꙑ и · ѿ твоихъ хрестиѧно которꙑѥ хрестиѧни · с ꙑлова пришли за тебѧ захарка · да нестерке жили за ѡлексеѥ · за щукою · ноне ѡсподине ѡлекси·и не хоце намъ ржꙑ дати како сѧ ѡсподине нами своими хрестиѧнꙑ попецѧлишсе на·де·ѥмсѧ ѡсподине · на бога · и на тебѧ на сво·ѥго ѡсподна,XV_1,novgorod,1405
гн҃у своѥм·у · миха·илу · юреѥ·ви·‐ чу хрестѧ·ни · твоі · череншани чело · бию·те што ѥси ѡдода · деревенеку · климецу ѡпарину а мꙑ ѥго не хътимо ⁞ не сусѣднеи · человѣко · волено б҃ъ де і тꙑ,XV_1,novgorod,1405
толко · за · нами · словъ · пр... поѣдъ · ѻнаньꙗ · тебе · зове ста... и ѻнкѣфъ гн҃е не вожевалъ · ꙗ...,XV_1,novgorod,1415
гн҃у михаӏ·лу юрьѥвичю · челомь бьють · хт҃ьꙗни твои · смердꙑньскиӏ : здѣсе · гн҃е у насъ · глѣбъ · не по‐ ... ... ст҃му ъ нѣ чимъ и ...,XV_1,novgorod,1415
челобѣтьѥ ѿ ѡлоферьѧ · къ ѡлендру · велѣлъ ѥсѣ · ѥго мѣкѣфора · съгнатѣ чюлъ · ѥсмь · ѿ людь·ӏ · мѣкѣфорко · хъцьть · оу тьбе · прошатѣсѧ · на лунѣну · а на лунѣнѣ · человѣкъ · добръ · а сбродну · вѣрꙑ не · ӏ·мѣ,XIV_2,novgorod,1390
... микулѣ грѣгорьѣ ӏ ко ... ...чѧтоѥ ...,XIV_2,novgorod,1390
...мѣльꙗна ... ... у рач... ... у фларѧ ... ...ниць ...,XIV_2,novgorod,1370
... ...хо сльзꙑ проливаюстѧ прѣдъ бъмо за то гнѣ бж҃ии на васо меце поганꙑи а нꙑнѣ покаитесѧ того безакониѧ а на то дѣло ѡканѣное немного поводитъ а тꙑх бꙑ хотѧ и не постꙑдѣтисѧ,XIV_2,novgorod,1350
се купило михало у кн҃зѧ великого бороце у василиѧ ꙩдреѧна кузнецѧ и токову и ꙩстровну и ротковици кодрацѧ и ведрово да в҃ рублѧ и г҃ гринꙑ дасте ѧковъ атно се замѣшете михалу брату ѥг дасте серебро двоѥ,XIV_2,novgorod,1350
ѥва·нове : по·по·ве,XIV_1,novgorod,1310
